holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,is_clear,is_rainy,high_cloud_coverage,has_precipitation,temp_normalized,traffic_volume_normalized,clouds_all_normalized,congestion_category
,290.97,0.0,0.0,20,Clouds,few clouds,2012-10-02 19:00:00,3539,19,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.7639202274535493,0.14060954611872817,-0.7526745056325055,2
,289.38,0.0,0.0,1,Clear,sky is clear,2012-10-02 20:00:00,2784,20,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.6388422092547869,-0.23937290821069512,-1.2396690857273567,1
,288.61,0.0,0.0,1,Clear,sky is clear,2012-10-02 21:00:00,2361,21,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.5782698356616781,-0.45226374023896804,-1.2396690857273567,1
,287.16,0.0,0.0,1,Clear,sky is clear,2012-10-02 22:00:00,1529,22,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.4642049762980301,-0.8709993720298027,-1.2396690857273567,1
,285.45,0.0,0.0,1,Clear,sky is clear,2012-10-02 23:00:00,963,23,1,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.3296871076691723,-1.1558603907721254,-1.2396690857273567,0
,284.63,0.0,0.0,1,Clear,sky is clear,2012-10-03 00:00:00,506,0,2,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.2651814630635231,-1.3858630154456968,-1.2396690857273567,0
,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-03 01:00:00,321,1,2,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.17392957557260644,-1.47897129895688,-1.2396690857273567,0
,281.18,0.0,0.0,1,Clear,sky is clear,2012-10-03 02:00:00,273,2,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.006214236801709707,-1.5031291238678897,-1.2396690857273567,0
,281.09,0.0,0.0,1,Clear,sky is clear,2012-10-03 03:00:00,367,3,2,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.013294124624283525,-1.455820050083829,-1.2396690857273567,0
,279.53,0.0,0.0,1,Clear,sky is clear,2012-10-03 04:00:00,814,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.1360121802155198,-1.2308503056000513,-1.2396690857273567,0
,278.62,0.0,0.0,1,Clear,sky is clear,2012-10-03 05:00:00,2718,5,2,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.20759771264373836,-0.27258991746333344,-1.2396690857273567,1
,278.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 06:00:00,5673,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.23827722654154632,1.2146261786207009,-1.2396690857273567,3
,278.12,0.0,0.0,1,Clear,sky is clear,2012-10-03 08:00:00,6511,8,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.24693042276913454,1.6363815385254117,-1.2396690857273567,3
,282.48,0.0,0.0,1,Clear,sky is clear,2012-10-03 09:00:00,5471,9,2,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.09605080952432127,1.1129619987868684,-1.2396690857273567,3
,291.97,0.0,0.0,1,Clear,sky is clear,2012-10-03 12:00:00,5097,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.8425856477043416,0.9247322796885845,-1.2396690857273567,3
,293.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 13:00:00,4887,13,2,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.9417040772203392,0.819041795702917,-1.2396690857273567,2
,294.31,0.0,0.0,1,Clear,sky is clear,2012-10-03 14:00:00,5337,14,2,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.0266627310911938,1.045521404243633,-1.2396690857273567,3
,295.17,0.0,0.0,1,Clear,sky is clear,2012-10-03 15:00:00,5692,15,2,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.0943149925068762,1.224188650981309,-1.2396690857273567,3
,295.13,0.0,0.0,1,Clear,sky is clear,2012-10-03 16:00:00,6137,16,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.0911683756968429,1.448151819427128,-1.2396690857273567,3
,293.66,0.0,0.0,20,Clouds,few clouds,2012-10-03 18:00:00,4623,18,2,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.9755302079281805,0.6861737586923637,-0.7526745056325055,2
,290.65,0.0,0.0,20,Clouds,few clouds,2012-10-03 19:00:00,3591,19,2,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.7387472929732917,0.16678052310565533,-0.7526745056325055,2
,288.19,0.0,0.0,20,Clouds,few clouds,2012-10-03 20:00:00,2898,20,2,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.5452303591563441,-0.1819980740470471,-0.7526745056325055,1
,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637,21,2,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.4594850510829824,-0.31335624700066234,-1.2396690857273567,1
,286.25,0.0,0.0,1,Clear,sky is clear,2012-10-03 22:00:00,1777,22,2,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.39261944386980707,-0.7461839433229194,-1.2396690857273567,1
,285.26,0.0,0.0,1,Clear,sky is clear,2012-10-03 23:00:00,1015,23,2,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.31474067782152193,-1.1296894137851983,-1.2396690857273567,0
,284.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 00:00:00,598,0,3,0,0.0,1.0,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.25888822944346096,-1.3395605176995948,-1.2396690857273567,0
,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-04 01:00:00,369,1,3,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.17392957557260644,-1.4548134740458702,-1.2396690857273567,0
,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312,2,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.15032994949736783,-1.4835008911276943,-1.2396690857273567,0
,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367,3,3,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.061438024613972804,-1.455820050083829,-1.2396690857273567,0
,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835,4,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.033905127526193686,-1.2202812572014845,-1.2396690857273567,0
,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726,5,3,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.004798922033400151,-0.26856361331149853,-1.2396690857273567,1
,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689,6,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.040827021712058174,1.2226787869243707,-1.2396690857273567,3
,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990,7,3,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.054200143154694125,1.8774564996165293,-1.2396690857273567,3
,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985,8,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.04727824896882964,1.3716520405422639,-1.2396690857273567,3
,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309,9,3,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.2927143601513022,1.0314293397122105,-1.2396690857273567,3
,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603,10,3,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.6231091252046292,0.6761079983127763,-1.2396690857273567,2
,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884,11,3,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.8095461711990075,0.8175319316459789,-1.2396690857273567,2
,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104,12,3,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.0785819084567188,0.9282552958214401,-1.2396690857273567,3
,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178,13,3,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.1895001510103334,0.9654986092259134,-1.2396690857273567,3
,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501,14,3,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.2634456460460781,1.1280606393562493,-1.2396690857273567,3
,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713,15,3,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1.3303112532592534,1.2347576993798755,-1.2396690857273567,3
,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292,16,3,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1.3216580570316652,1.52616146236893,-0.7526745056325055,3
,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057,17,3,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1.2909785431338572,1.4078887779087783,-0.7526745056325055,3
,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907,18,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1.187926842605319,0.8291075560825044,-0.2400486318484518,2
,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503,19,3,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.9904766377758308,0.1224911774354709,-0.2400486318484518,2
,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037,20,3,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.8787717410197045,-0.11204103940891487,-0.2400486318484518,1
,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822,21,3,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.8268525636541796,-0.22024796348947911,0.6570466472736423,1
,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992,22,3,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.7945997413513571,-0.6379770192423551,0.6570466472736423,1
,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166,23,3,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.7757200404911663,-1.0536929229193135,0.6570466472736423,0
,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627,0,4,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.7371739845682773,-1.3249651651491932,0.6570466472736423,0
,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388,1,4,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.7238008631256414,-1.4452510016852624,-0.2400486318484518,0
,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368,3,4,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0.6294023588246914,-1.4553167620648497,-1.2653003794165594,0
,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489,5,4,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.15347656630739667,-0.38784287380960886,0.6570466472736423,1
,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537,6,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.07717110866413039,1.1461790080395067,1.0415160526116827,3
,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628,7,4,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.033905127526193686,1.6952662367459979,1.0415160526116827,3
,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534,8,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.054200143154694125,1.1446691439825685,1.0415160526116827,3
,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403,9,4,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.09746612429263082,1.0787384134962712,0.6570466472736423,3
,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770,10,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.090386236470057,0.760157097482331,0.6570466472736423,2
,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217,11,4,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.09903943269764524,0.9851268419661087,1.0415160526116827,3
,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870,12,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.057346759964727434,1.3137739183596364,1.0415160526116827,3
,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967,13,4,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.013452118260988386,1.362592856200635,0.6570466472736423,3
,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108,14,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.04098501534876303,1.4335564668767262,1.0415160526116827,3
,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128,15,4,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.051211519981370156,1.4436222272563135,1.0415160526116827,3
,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069,16,4,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.03705174433622699,1.4139282341365307,1.0415160526116827,3
,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169,17,4,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.012665464058481178,1.4642570360344676,1.0415160526116827,3
,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384,18,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.030600517079455523,1.0691759411356632,1.0415160526116827,3
,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063,19,4,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.08723961966002818,0.4043324680639173,1.0415160526116827,2
,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.11634582515282171,0.052534142797338666,1.0415160526116827,1
,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971,21,4,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.12657232978542435,-0.1452580486615532,0.6570466472736423,1
,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.16039846049326115,-0.40747110654980423,-0.2400486318484518,1
,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832,23,4,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.1729849277333899,-0.718503102279054,-0.2400486318484518,1
,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231,0,5,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.19265128279608798,-1.0209792016856547,1.0415160526116827,1
,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718,1,5,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.21310429206129328,-1.2791659554220707,1.0415160526116827,0
,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545,2,5,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,-0.20995767525126446,-1.3662347827055015,1.0415160526116827,0
,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411,4,5,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.33582234765252955,-1.433675377248737,0.6570466472736423,0
,276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688,5,5,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.38616821661303563,-1.2942645959914518,-0.7526745056325055,0
,275.4,0.0,0.0,1,Clear,sky is clear,2012-10-06 06:00:00,1352,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.46090036585129196,-0.960081351389151,-1.2396690857273567,1
,275.17,0.0,0.0,1,Clear,sky is clear,2012-10-06 07:00:00,2072,7,5,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.47899341250897115,-0.5977139777240056,-1.2396690857273567,1
,274.99,0.0,0.0,1,Clear,sky is clear,2012-10-06 08:00:00,3342,8,5,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,-0.4931531881541143,0.041461806379792555,-1.2396690857273567,1
,275.09,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 09:00:00,4258,9,5,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.48528664612903777,0.5024736317648942,-0.2400486318484518,2
,276.88,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,4861,10,5,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.3444755438801178,0.8059563072094534,-0.7526745056325055,2
,278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,11,5,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.2532236563891967,0.9720413534726451,-0.7526745056325055,3
,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,12,5,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,-0.17141161932837548,1.2126130265447834,-0.2400486318484518,3
