holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,congestion_category,is_low_visibility,high_risk
,278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,Severe,0,0
,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,Severe,0,0
,280.12,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,5074,Severe,0,0
,280.25,0.0,0.0,75,Clouds,broken clouds,2012-10-06 14:00:00,5025,Severe,0,0
,280.0,0.0,0.0,75,Clouds,broken clouds,2012-10-06 15:00:00,5153,Severe,0,0
,279.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 16:00:00,5024,Severe,1,1
,278.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 17:00:00,4779,High,1,1
,278.39,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 18:00:00,4362,High,1,1
,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 19:00:00,3860,High,1,1
,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 20:00:00,3160,Medium,1,0
,277.93,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 21:00:00,2992,Medium,1,0
,276.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 22:00:00,3202,Medium,1,0
,276.34,0.0,0.0,75,Clouds,broken clouds,2012-10-06 23:00:00,1941,Medium,0,0
,276.11,0.0,0.0,75,Clouds,broken clouds,2012-10-07 00:00:00,1233,Medium,0,0
,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 03:00:00,323,Low,1,0
,275.65,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 04:00:00,312,Low,1,0
,275.51,0.0,0.0,75,Clouds,broken clouds,2012-10-07 05:00:00,627,Low,0,0
,275.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 06:00:00,1508,Medium,1,0
,274.77,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 07:00:00,1539,Medium,1,0
,274.77,0.0,0.0,75,Clouds,broken clouds,2012-10-07 08:00:00,2232,Medium,0,0
,275.55,0.0,0.0,75,Clouds,broken clouds,2012-10-07 09:00:00,4568,High,0,0
,276.24,0.0,0.0,75,Clouds,broken clouds,2012-10-07 10:00:00,4624,High,0,0
,277.01,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 11:00:00,4529,High,1,1
,277.43,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 12:00:00,5139,Severe,1,1
,278.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 13:00:00,6640,Severe,1,1
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 14:00:00,6589,Severe,1,1
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 15:00:00,4429,High,1,1
,279.44,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 16:00:00,4329,High,1,1
,279.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 17:00:00,3833,High,1,1
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 18:00:00,4015,High,1,1
,278.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 19:00:00,3382,High,1,1
,276.79,0.0,0.0,75,Clouds,broken clouds,2012-10-07 20:00:00,2815,Medium,0,0
,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 21:00:00,2110,Medium,1,0
,274.88,0.0,0.0,75,Clouds,broken clouds,2012-10-07 22:00:00,1555,Medium,0,0
,273.92,0.0,0.0,20,Clouds,few clouds,2012-10-07 23:00:00,959,Low,0,0
Columbus Day,273.08,0.0,0.0,20,Clouds,few clouds,2012-10-08 00:00:00,455,Low,0,0
,272.62,0.0,0.0,20,Clouds,few clouds,2012-10-08 01:00:00,336,Low,0,0
,271.78,0.0,0.0,1,Clear,sky is clear,2012-10-08 02:00:00,265,Low,0,0
,271.05,0.0,0.0,1,Clear,sky is clear,2012-10-08 03:00:00,314,Low,0,0
,270.63,0.0,0.0,1,Clear,sky is clear,2012-10-08 04:00:00,779,Low,0,0
,270.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 05:00:00,2571,Medium,0,0
,269.61,0.0,0.0,20,Clouds,few clouds,2012-10-08 06:00:00,5563,Severe,0,0
,270.01,0.0,0.0,20,Clouds,few clouds,2012-10-08 07:00:00,6676,Severe,0,0
,271.23,0.0,0.0,20,Clouds,few clouds,2012-10-08 08:00:00,5966,Severe,0,0
,273.71,0.0,0.0,20,Clouds,few clouds,2012-10-08 09:00:00,4832,High,0,0
,276.77,0.0,0.0,20,Clouds,few clouds,2012-10-08 10:00:00,4395,High,0,0
,279.47,0.0,0.0,20,Clouds,few clouds,2012-10-08 11:00:00,4411,High,0,0
,279.84,0.0,0.0,1,Clear,sky is clear,2012-10-08 12:00:00,4648,High,0,0
,282.34,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 13:00:00,4602,High,0,0
,282.94,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 14:00:00,5125,Severe,0,0
,283.48,0.0,0.0,1,Clear,sky is clear,2012-10-08 15:00:00,5502,Severe,0,0
,284.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 16:00:00,5979,Severe,0,0
,284.48,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 17:00:00,5663,Severe,0,0
,284.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 18:00:00,4259,High,0,0
,281.99,0.0,0.0,20,Clouds,few clouds,2012-10-08 19:00:00,3069,Medium,0,0
,279.81,0.0,0.0,1,Clear,sky is clear,2012-10-08 20:00:00,2378,Medium,0,0
,279.35,0.0,0.0,1,Clear,sky is clear,2012-10-08 21:00:00,2030,Medium,0,0
,278.9,0.0,0.0,1,Clear,sky is clear,2012-10-08 22:00:00,1400,Medium,0,0
,278.46,0.0,0.0,1,Clear,sky is clear,2012-10-08 23:00:00,917,Low,0,0
,277.78,0.0,0.0,1,Clear,sky is clear,2012-10-09 00:00:00,515,Low,0,0
,277.27,0.0,0.0,1,Clear,sky is clear,2012-10-09 01:00:00,302,Low,0,0
,277.47,0.0,0.0,1,Clear,sky is clear,2012-10-09 02:00:00,251,Low,0,0
,276.97,0.0,0.0,20,Clouds,few clouds,2012-10-09 04:00:00,798,Low,0,0
,276.52,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 05:00:00,2678,Medium,0,0
,276.6,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 06:00:00,5733,Severe,0,0
,277.31,0.0,0.0,75,Clouds,broken clouds,2012-10-09 07:00:00,6449,Severe,0,0
,278.38,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 08:00:00,5765,Severe,1,1
,279.35,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 09:00:00,5599,Severe,1,1
,281.37,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 10:00:00,4534,High,1,1
,283.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 11:00:00,4691,High,1,1
,284.08,0.0,0.0,75,Clouds,broken clouds,2012-10-09 12:00:00,5067,Severe,0,0
,285.14,0.0,0.0,75,Clouds,broken clouds,2012-10-09 13:00:00,5030,Severe,0,0
,286.35,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 14:00:00,5300,Severe,1,1
,287.23,0.0,0.0,100,Rain,light rain,2012-10-09 15:00:00,5777,Severe,1,1
,288.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 16:00:00,6349,Severe,1,1
,290.37,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 17:00:00,6127,Severe,1,1
,290.13,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 18:00:00,4460,High,1,1
,288.86,0.0,0.0,75,Clouds,broken clouds,2012-10-09 19:00:00,3418,High,0,0
,287.36,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 20:00:00,2775,Medium,1,0
,285.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 21:00:00,2306,Medium,1,0
,283.46,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 22:00:00,1846,Medium,1,0
,282.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 23:00:00,947,Low,1,0
,281.88,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 00:00:00,494,Low,1,0
,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 01:00:00,332,Low,1,0
,281.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 02:00:00,261,Low,0,0
,281.17,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 03:00:00,361,Low,1,0
,281.25,0.0,0.0,92,Clear,sky is clear,2012-10-10 06:00:00,5875,Severe,1,1
,281.25,0.0,0.0,99,Rain,light rain,2012-10-10 07:00:00,6793,Severe,1,1
,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 07:00:00,6793,Severe,1,1
,280.1,0.0,0.0,99,Rain,light rain,2012-10-10 08:00:00,6283,Severe,1,1
,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 08:00:00,6283,Severe,1,1
,279.61,0.0,0.0,99,Rain,light rain,2012-10-10 09:00:00,5680,Severe,1,1
,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 09:00:00,5680,Severe,1,1
,279.67,0.0,0.0,99,Clear,sky is clear,2012-10-10 10:00:00,4632,High,1,1
,280.19,0.0,0.0,1,Clear,sky is clear,2012-10-10 11:00:00,4887,High,0,0
,282.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 12:00:00,5030,Severe,0,0
,282.26,0.0,0.0,75,Clouds,broken clouds,2012-10-10 13:00:00,5067,Severe,0,0
,282.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 14:00:00,5227,Severe,1,1
,281.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 15:00:00,5610,Severe,1,1
,281.23,0.0,0.0,81,Clear,sky is clear,2012-10-10 16:00:00,6286,Severe,1,1
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 18:00:00,4775,High,1,1
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 19:00:00,3340,Medium,1,0
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 20:00:00,3013,Medium,1,0
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 21:00:00,2603,Medium,1,0
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 22:00:00,1910,Medium,1,0
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 23:00:00,1037,Low,1,0
,273.9,0.0,0.0,1,Clear,sky is clear,2012-10-11 01:00:00,347,Low,0,0
,274.4,0.0,0.0,75,Clouds,broken clouds,2012-10-11 03:00:00,350,Low,0,0
,274.05,0.0,0.0,75,Clouds,broken clouds,2012-10-11 04:00:00,850,Low,0,0
,273.71,0.0,0.0,40,Clouds,scattered clouds,2012-10-11 05:00:00,2791,Medium,0,0
,272.66,0.0,0.0,1,Clear,sky is clear,2012-10-11 06:00:00,5809,Severe,0,0
,272.65,0.0,0.0,1,Clear,sky is clear,2012-10-11 07:00:00,6798,Severe,0,0
,272.52,0.0,0.0,1,Clear,sky is clear,2012-10-11 08:00:00,6304,Severe,0,0
,275.19,0.0,0.0,20,Clouds,few clouds,2012-10-11 09:00:00,5291,Severe,0,0
,275.34,0.0,0.0,1,Clear,sky is clear,2012-10-11 10:00:00,4638,High,0,0
,284.1,0.0,0.0,50,Clear,sky is clear,2012-10-11 14:00:00,5557,Severe,0,0
,284.1,0.0,0.0,50,Clear,sky is clear,2012-10-11 15:00:00,5818,Severe,0,0
,283.78,0.0,0.0,75,Clouds,broken clouds,2012-10-11 16:00:00,6272,Severe,0,0
,283.52,0.0,0.0,75,Clouds,broken clouds,2012-10-11 17:00:00,5944,Severe,0,0
,283.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 18:00:00,4949,Severe,1,1
,282.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 19:00:00,3511,High,1,1
,281.95,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 20:00:00,3039,Medium,1,0
,281.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 21:00:00,2679,Medium,1,0
,282.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 22:00:00,2094,Medium,1,0
,282.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 23:00:00,1284,Medium,1,0
,283.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 00:00:00,630,Low,1,0
,284.64,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 01:00:00,410,Low,1,0
,284.61,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 02:00:00,331,Low,1,0
,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,2012-10-12 03:00:00,372,Low,0,0
,282.26,0.0,0.0,72,Rain,light rain,2012-10-12 04:00:00,739,Low,0,0
,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2012-10-12 05:00:00,2561,Medium,0,0
,278.53,0.0,0.0,75,Clouds,broken clouds,2012-10-12 06:00:00,5586,Severe,0,0
,277.64,0.0,0.0,75,Clouds,broken clouds,2012-10-12 07:00:00,6992,Severe,0,0
,277.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 08:00:00,5860,Severe,1,1
,278.18,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 09:00:00,5230,Severe,1,1
,279.29,0.0,0.0,75,Clouds,broken clouds,2012-10-12 10:00:00,4864,High,0,0
,280.45,0.0,0.0,75,Clouds,broken clouds,2012-10-12 11:00:00,5146,Severe,0,0
,280.95,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 12:00:00,5526,Severe,0,0
,281.74,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 13:00:00,5383,Severe,0,0
,281.84,0.0,0.0,75,Clouds,broken clouds,2012-10-12 14:00:00,5758,Severe,0,0
,282.45,0.0,0.0,75,Clouds,broken clouds,2012-10-12 15:00:00,5889,Severe,0,0
,282.2,0.0,0.0,75,Clouds,broken clouds,2012-10-12 16:00:00,6057,Severe,0,0
,281.54,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 17:00:00,6028,Severe,0,0
,280.21,0.0,0.0,20,Clouds,few clouds,2012-10-12 18:00:00,5257,Severe,0,0
,282.2,0.0,0.0,56,Clear,sky is clear,2012-10-12 23:00:00,1897,Medium,0,0
,272.58,0.0,0.0,1,Clear,sky is clear,2012-10-13 00:00:00,1335,Medium,0,0
,272.06,0.0,0.0,1,Clear,sky is clear,2012-10-13 01:00:00,769,Low,0,0
,270.99,0.0,0.0,1,Clear,sky is clear,2012-10-13 02:00:00,570,Low,0,0
,270.29,0.0,0.0,20,Clouds,few clouds,2012-10-13 03:00:00,413,Low,0,0
,269.48,0.0,0.0,1,Clear,sky is clear,2012-10-13 04:00:00,399,Low,0,0
,269.27,0.0,0.0,1,Clear,sky is clear,2012-10-13 05:00:00,740,Low,0,0
,268.91,0.0,0.0,1,Clear,sky is clear,2012-10-13 06:00:00,1420,Medium,0,0
,268.98,0.0,0.0,75,Clouds,broken clouds,2012-10-13 07:00:00,2220,Medium,0,0
,269.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-13 08:00:00,3479,High,0,0
,272.61,0.0,0.0,40,Clouds,scattered clouds,2012-10-13 09:00:00,4546,High,0,0
,276.78,0.0,0.0,20,Clouds,few clouds,2012-10-13 10:00:00,4579,High,0,0
,279.22,0.0,0.0,1,Clear,sky is clear,2012-10-13 11:00:00,4438,High,0,0
,280.35,0.0,0.0,1,Clear,sky is clear,2012-10-13 12:00:00,4623,High,0,0
,281.81,0.0,0.0,1,Clear,sky is clear,2012-10-13 13:00:00,4440,High,0,0
,283.05,0.0,0.0,1,Clear,sky is clear,2012-10-13 14:00:00,4495,High,0,0
,283.96,0.0,0.0,1,Clear,sky is clear,2012-10-13 15:00:00,4483,High,0,0
,284.53,0.0,0.0,1,Clear,sky is clear,2012-10-13 16:00:00,4591,High,0,0
,284.44,0.0,0.0,1,Clear,sky is clear,2012-10-13 17:00:00,4477,High,0,0
,283.64,0.0,0.0,1,Clear,sky is clear,2012-10-13 18:00:00,4221,High,0,0
,281.85,0.0,0.0,20,Clouds,few clouds,2012-10-13 19:00:00,3672,High,0,0
,281.38,0.0,0.0,1,Clear,sky is clear,2012-10-13 20:00:00,3015,Medium,0,0
,281.84,0.0,0.0,75,Clouds,broken clouds,2012-10-13 21:00:00,2769,Medium,0,0
,282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-13 22:00:00,2875,Medium,1,0
,282.18,0.0,0.0,90,Clouds,overcast clouds,2012-10-13 23:00:00,1931,Medium,1,0
,282.49,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 00:00:00,1309,Medium,1,0
,282.54,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 01:00:00,870,Low,1,0
,282.58,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 02:00:00,654,Low,1,0
,282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 03:00:00,364,Low,1,0
,282.08,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 04:00:00,262,Low,1,0
,282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 05:00:00,505,Low,1,0
,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 06:00:00,861,Low,1,0
,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 07:00:00,1132,Low,1,0
,282.24,0.0,0.0,57,Mist,mist,2012-10-14 08:00:00,1797,Medium,1,0
,282.43,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 09:00:00,2685,Medium,0,0
,282.43,0.0,0.0,57,Mist,mist,2012-10-14 09:00:00,2685,Medium,1,0
,282.43,0.0,0.0,57,Haze,haze,2012-10-14 09:00:00,2685,Medium,0,0
,282.33,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 10:00:00,3370,Medium,0,0
,282.33,0.0,0.0,57,Mist,mist,2012-10-14 10:00:00,3370,Medium,1,0
,282.82,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 11:00:00,3662,High,0,0
,282.82,0.0,0.0,57,Mist,mist,2012-10-14 11:00:00,3662,High,1,1
,283.33,0.0,0.0,57,Mist,mist,2012-10-14 12:00:00,4076,High,1,1
,283.33,0.0,0.0,57,Rain,light rain,2012-10-14 12:00:00,4076,High,0,0
,283.33,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 12:00:00,4076,High,0,0
,283.75,0.0,0.0,93,Rain,light rain,2012-10-14 13:00:00,4128,High,1,1
,283.75,0.0,0.0,93,Mist,mist,2012-10-14 13:00:00,4128,High,1,1
,283.75,0.0,0.0,93,Drizzle,light intensity drizzle,2012-10-14 13:00:00,4128,High,1,1
